License Issue Date	License Number	Animal's Name	Species	Primary Breed	Secondary Breed	ZIP Code
December 04 2020	S119130	Owen VanderMittens	Cat	Domestic Shorthair	Mix	98133
December 04 2020	8003261	Tortilla	Cat	Siamese	Mix	98106
December 04 2020	S155079	Oscar	Cat	Siamese	Mix	98119
December 04 2020	954126	Amy	Cat	Domestic Shorthair		98126
December 04 2020	S124140	Honey	Cat	Domestic Shorthair	Mix	98059
December 04 2020	964550	Schuster	Cat	Domestic Shorthair		98117
December 04 2020	8023815	Petra	Cat	Domestic Shorthair		98136
December 04 2020	8023816	Gaston	Cat	Domestic Shorthair		98136
December 04 2020	S119136	Mina	Cat	Domestic Shorthair	Mix	98199
December 04 2020	964629	MAE LAO	Cat	Siamese		98104
December 04 2020	953823	Ponyo	Cat	Bombay		98116
December 05 2020	S154400	Cupid	Cat	Domestic Shorthair	Mix	98115
December 05 2020	8004087	Carlito	Cat	Domestic Shorthair	Mix	98106
December 05 2020	8004085	Pan	Cat	Domestic Shorthair	Mix	98106
December 05 2020	8004086	Juan	Cat	Domestic Shorthair	Mix	98106
December 05 2020	8004084	Trilly	Cat	Domestic Shorthair	Mix	98106
December 05 2020	954006	Amber	Cat	American Shorthair		98112
December 05 2020	956924	Sherman	Cat	Domestic Shorthair		98115
December 05 2020	953686	Luci	Cat	Domestic Shorthair		98119
December 05 2020	953685	Lillie	Cat	Domestic Shorthair		98119
December 05 2020	S142710	Fernando Walrus Parker	Cat	Maine Coon	Mix	98119
December 05 2020	964590	Asia	Cat	Domestic Longhair		98105
December 05 2020	954426	Lily	Cat	Domestic Shorthair		98101
December 05 2020	953892	Butterfly	Cat	Domestic Shorthair		98118
December 05 2020	953466	Tosca	Cat	Domestic Shorthair		98118
December 05 2020	905624	Olaf	Cat	Domestic Shorthair		98136
December 05 2020	8003640	Master Samwise Gamgee	Cat	British Shorthair		98103
December 05 2020	953229	Aaden	Cat	Domestic Medium Hair		98108
December 05 2020	8023841	Furiosa	Cat	American Shorthair	Mix	98146
December 05 2020	S119168	Roger Federer	Cat	Domestic Shorthair	Mix	98103
December 05 2020	S126235	Claude Debussy	Cat	Siamese	Domestic Medium Hair	98103
December 05 2020	S126206	Sampson	Cat	Domestic Shorthair	Mix	98115
December 05 2020	8023844	Norm	Cat	Domestic Longhair		98125
December 05 2020	S155083	Malcolm	Cat	Domestic Medium Hair	Mix	98119
December 05 2020	8023845	Twyla	Cat	Siberian	Mix	98103
December 05 2020	8004193	Samson	Cat	Domestic Longhair	Maine Coon	98117
December 05 2020	S125751	Clio	Cat	Domestic Shorthair	Mix	98144
December 05 2020	S125752	Shadow	Cat	Domestic Shorthair	Mix	98144
December 05 2020	956951	Witten	Cat	Domestic Medium Hair		98126
December 05 2020	S126234	Dee	Cat	Domestic Longhair	Mix	98122
December 06 2020	953569	Suzie	Cat	Domestic Shorthair		98117
December 06 2020	962362	Lucy	Cat	Domestic Medium Hair		98112
December 06 2020	897445	Luly	Cat	Domestic Medium Hair		98103
December 06 2020	897444	Babar	Cat	Domestic Shorthair		98103
December 06 2020	896247	Halftone	Cat	Domestic Shorthair		98125
December 06 2020	949761	Chrissie	Cat	Domestic Shorthair		98103
December 06 2020	897964	Luna	Cat	Domestic Shorthair		98107
December 06 2020	8023857	Tippy	Cat	Bengal	Mix	98122
December 06 2020	8003585	Buzz	Cat	Domestic Shorthair	Mix	98125
December 06 2020	8023859	Harley	Cat	Domestic Shorthair	Mix	98117
December 06 2020	964688	Winter	Cat	Domestic Shorthair		98117
December 06 2020	S125043	Kaja	Cat	American Shorthair		98106
December 06 2020	434600	Tamati	Cat	Domestic Shorthair		98117
December 06 2020	964711	Barley	Cat	Domestic Shorthair		98125
December 06 2020	8003595	ALASTOR	Cat	Domestic Shorthair	Mix	98122
December 06 2020	8003559	Mr. Tabby	Cat	American Shorthair	Mix	98106
December 06 2020	8023873	Fynn	Cat	Domestic Shorthair	Mix	98117
December 06 2020	8023875	Lily	Cat	Domestic Shorthair	Mix	98117
December 06 2020	905554	Katrina	Cat	Domestic Shorthair		98117
December 06 2020	8023879	Rama	Cat	Siamese		98199
December 06 2020	S125225	Elroy	Cat	Domestic Shorthair		98199
December 06 2020	949769	Pinot	Cat	Domestic Medium Hair		98116
December 06 2020	S124364	Sophie	Cat	Domestic Shorthair	Mix	98102
December 06 2020	8023888	Billy	Cat	Siamese	Domestic Shorthair	98133
December 06 2020	8003513	Doodle	Cat	Domestic Shorthair	Mix	98103
December 06 2020	S119170	Boo	Cat	Domestic Shorthair	Mix	98107
December 06 2020	8023890	Wally	Cat	Domestic Shorthair	Mix	98103
December 06 2020	897541	Ava	Cat	Domestic Shorthair		98133
December 06 2020	897542	Maria	Cat	Domestic Medium Hair		98133
December 06 2020	962264	Rufus	Cat	Maine Coon		98122
December 06 2020	8023893	Freddie	Cat	Domestic Longhair	Mix	98109
December 07 2020	S125230	Hamilton	Cat	Maine Coon		98144
December 07 2020	S124692	Isabelle	Cat	Domestic Shorthair	Mix	98103
December 07 2020	8004023	KittyPants	Cat	Domestic Longhair	Mix	98106
December 07 2020	8004022	Midnight	Cat	Domestic Shorthair	Mix	98106
December 07 2020	953607	Mia	Cat	Domestic Shorthair		98109
December 07 2020	8023903	Wilson	Cat	Domestic Shorthair		98118
December 07 2020	8003744	Gus	Cat	Domestic Shorthair	Domestic Shorthair	98126
December 07 2020	949913	Frannie	Cat	Domestic Shorthair		98106
December 07 2020	953632	Stella	Cat	Domestic Shorthair		98125
December 07 2020	948580	Harry Potter	Cat	Domestic Shorthair		98112
December 07 2020	S118986	Esther	Cat	Domestic Medium Hair	Mix	98112
December 07 2020	8023913	Kaplan	Cat	Pixie-Bob		98107
December 07 2020	S154856	Barnum	Cat	Domestic Shorthair	Mix	98109
December 07 2020	S154857	Bailey	Cat	Domestic Shorthair	Mix	98109
December 07 2020	954361	Zoe	Cat	Domestic Shorthair		98107
December 07 2020	8003689	Wonka	Cat	Domestic Shorthair		98117
December 07 2020	S125788	Simba	Cat	Domestic Longhair		98199
December 07 2020	8023918	Jake	Cat	Domestic Medium Hair	Mix	98121
December 07 2020	8023919	Elwood	Cat	Domestic Shorthair	Mix	98121
December 07 2020	962354	Willow	Cat	Domestic Medium Hair		98122
December 07 2020	S123682	Oreo Cookie	Cat	Domestic Medium Hair		98103
December 07 2020	S125383	Macaroni	Cat	Domestic Longhair		98103
December 08 2020	S142712	Oreo	Cat	Domestic Shorthair	Mix	98109
December 08 2020	S125334	Kali	Cat	Domestic Shorthair	Mix	98144
December 08 2020	S150204	Zeke	Cat	Domestic Medium Hair	Mix	98121
December 08 2020	S123185	Tiny	Cat	Domestic Shorthair	Mix	98133
December 08 2020	8022933	Bertie	Cat	Domestic Medium Hair		98177
December 08 2020	S125762	Sophia	Cat	Domestic Shorthair	British Shorthair	98115
December 08 2020	8003455	Ned	Cat	Domestic Shorthair		98125
December 08 2020	S146006	Zed	Cat	Domestic Shorthair	Mix	98125
December 08 2020	S125759	Alice	Cat	Domestic Shorthair		98103
December 08 2020	8003664	Jane	Cat	Domestic Shorthair	Mix	98199
December 08 2020	897933	Tiger	Cat	Domestic Shorthair		98118
December 08 2020	896415		Cat	Domestic Medium Hair		98136
December 08 2020	964725	Luna	Cat	Domestic Shorthair		98117
December 08 2020	S125965	Willy Skippy	Cat	Domestic Medium Hair	Mix	98103
December 08 2020	S155244	Elmer	Cat	Domestic Shorthair	Mix	98144
December 08 2020	8023959	Pepe	Cat	Burmese		98177
December 08 2020	8023960	Zephyr	Cat	Tonkinese		98177
December 08 2020	S155245	Fontina	Cat	Domestic Shorthair	Mix	98115
December 08 2020	S148218	Gozer	Cat	Domestic Shorthair	Mix	98126
December 08 2020	8023965	Kemba	Cat	Domestic Shorthair	Mix	98122
December 08 2020	8023966	Cloud	Cat	Domestic Shorthair	Mix	98122
December 08 2020	8023967	Calcifer Meowcifer Ragnorok III	Cat	Domestic Medium Hair	Mix	98105
December 08 2020	8004108	Panda	Cat	Domestic Medium Hair		98199
December 08 2020	573609	Ani	Cat	Ragdoll		98136
December 09 2020	964363	Hannelore	Cat	Domestic Shorthair		98104
December 09 2020	S124048	Luca	Cat	Balinese		98199
December 09 2020	S123186	Buddy	Cat	Domestic Shorthair	Mix	98199
December 09 2020	S126221	Sammy	Cat	Siamese	Domestic Shorthair	98115
December 09 2020	S126222	Raksha	Cat	Domestic Shorthair	Mix	98115
December 09 2020	962332	Clementine	Cat	Domestic Shorthair		98122
December 09 2020	S155312	Luna	Cat	Domestic Medium Hair	Mix	98118
December 09 2020	964558	Meeko	Cat	Domestic Medium Hair		98118
December 09 2020	964557	Couscous	Cat	Domestic Shorthair	Mix	98118
December 09 2020	S151153	Simba	Cat	Domestic Longhair	Mix	98106
December 09 2020	S155315	Mufasa	Cat	Domestic Shorthair	Mix	98106
December 09 2020	S153069	Dutchess	Cat	Domestic Longhair	Mix	98106
December 09 2020	964457	Rosie	Cat	Domestic Medium Hair		98117
December 09 2020	8004040	Mr. Ginger Snapps	Cat	American Shorthair	Mix	98115
December 09 2020	8024002	Lilo	Cat	Domestic Shorthair	Mix	98109
December 09 2020	S125232	Cazzy	Cat	Maine Coon		98117
December 09 2020	8003825	Gilly	Cat	Domestic Shorthair		98122
December 09 2020	8003891	Zoey	Cat	Domestic Shorthair	Mix	98109
December 09 2020	8003892	Penny	Cat	Domestic Shorthair	Mix	98109
December 10 2020	953393	Lilly	Cat	Domestic Shorthair		98144
December 10 2020	8024017	Agnes	Cat	Domestic Shorthair	Mix	98105
December 10 2020	954223	Seddy	Cat	Domestic Shorthair		98103
December 10 2020	962358	Fire	Cat	Domestic Shorthair		98117
December 10 2020	962171	Zazu	Cat	Domestic Shorthair		98117
December 10 2020	962176	Zimba	Cat	Domestic Shorthair		98117
December 10 2020	8024027	Jasper	Cat	Domestic Longhair	Mix	98144
December 10 2020	S124081	Sokka	Cat	American Shorthair		98107
December 10 2020	S124080	Bennet	Cat	American Shorthair		98107
December 10 2020	964665	Saleri	Cat	Domestic Shorthair		98108
December 10 2020	964664	Mozart	Cat	Domestic Shorthair		98108
December 11 2020	949528		Cat	Domestic Shorthair		98119
December 11 2020	S148220	Duster	Cat	Domestic Longhair	Mix	98103
December 11 2020	953263	Katchka	Cat	Domestic Shorthair		98112
December 11 2020	S119141	KeKe	Cat	Domestic Shorthair	Mix	98103
December 11 2020	964755	Daisy	Cat	Siamese		98125
December 11 2020	952291	Mr Z	Cat	Domestic Medium Hair		98122
December 11 2020	953458	Crockett	Cat	Domestic Shorthair		98199
December 11 2020	8024048	Edward	Cat	Domestic Shorthair	Mix	98115
December 11 2020	8024049	Alphonse	Cat	Domestic Medium Hair	Mix	98115
December 11 2020	8003984	Little Hayden	Cat	Mix	Mix	98106
December 11 2020	8024050	Mowgli	Cat	Persian	Siamese	98103
December 11 2020	8024053	Alice	Cat	Domestic Shorthair	Mix	98116
December 11 2020	434958	Seigfried	Cat	Domestic Shorthair		98102
December 11 2020	964667	Mr. Tibbs	Cat	Domestic Shorthair		98106
December 11 2020	964666	Frankie Valli	Cat	Domestic Shorthair		98106
December 12 2020	S142684	Leo	Cat	Domestic Shorthair	Mix	98117
December 12 2020	833182	Jasper	Cat	Domestic Shorthair		98117
December 12 2020	833181	Delilah	Cat	Domestic Shorthair		98117
December 12 2020	8024075	Maxwell	Cat	American Shorthair	Mix	98136
December 12 2020	8024076	Tycho	Cat	American Shorthair	Mix	98136
December 12 2020	8024078	Ares	Cat	Devon Rex		98144
December 12 2020	953694	Lucy	Cat	Domestic Shorthair		98121
December 12 2020	S155087	Millie	Cat	Domestic Shorthair	Mix	98102
December 12 2020	732082	Figuery Frances	Cat	Domestic Shorthair		98102
December 12 2020	S155088	Cynthia	Cat	Domestic Shorthair	Mix	98104
December 12 2020	964580	Lupin	Cat	Domestic Shorthair		98115
December 12 2020	964579	Billy	Cat	Domestic Shorthair		98115
December 12 2020	8024090	Dr. Cabbage	Cat	Ragdoll	Mix	98115
December 12 2020	8003721	Mittens	Cat	Domestic Shorthair	Mix	98115
December 12 2020	8003722	Buster	Cat	Domestic Shorthair	Mix	98115
December 13 2020	S150217	Dash	Cat	Domestic Shorthair		98117
December 13 2020	S125139	Piccolo	Cat	Domestic Medium Hair		98115
December 13 2020	962143	Blue Star	Cat	Domestic Shorthair		98126
December 13 2020	8024095	Loki	Cat	Domestic Shorthair	Mix	98144
December 13 2020	897068	Spike	Cat	Domestic Shorthair		98118
December 13 2020	897063	Anya	Cat	Domestic Shorthair		98118
December 13 2020	S149579	Jadzia	Cat	Domestic Shorthair	Mix	
December 13 2020	954116	Playa	Cat	Domestic Shorthair		98115
December 13 2020	8024105	Doc Marten	Cat	Domestic Shorthair	Mix	98188
December 14 2020	8024108	Bug	Cat	Devon Rex		98115
December 14 2020	952261	Maggie	Cat	Domestic Shorthair		98115
December 14 2020	S151169	Qwerty	Cat	American Shorthair	Mix	98116
December 14 2020	S125042	Etain	Cat	Domestic Shorthair		98105
December 14 2020	8024113	Nadia	Cat	Domestic Shorthair	Mix	98102
December 14 2020	S149580	Charlie	Cat	Domestic Medium Hair		98119
December 14 2020	953286	Woozle	Cat	Domestic Shorthair	Mix	98117
December 14 2020	953287	Mojo	Cat	Domestic Shorthair	Mix	98117
December 14 2020	8024118	Luna	Cat	Domestic Shorthair	Domestic Shorthair	98115
December 14 2020	S149582	Missy Moo	Cat	Domestic Longhair	Mix	98133
December 14 2020	951775	Miyuki	Cat	Domestic Medium Hair		98115
December 15 2020	894949	Ajax	Cat	Domestic Shorthair		98199
December 15 2020	8024131	Obi	Cat	Russian Blue		98105
December 15 2020	962810	Ernie	Cat	Domestic Shorthair		98116
December 15 2020	S124386	Lucy	Cat	Domestic Shorthair	Mix	98109
December 15 2020	S142658	Troy	Cat	Domestic Longhair	Mix	98121
December 15 2020	954400	Meredith	Cat	Domestic Medium Hair		98199
December 15 2020	954413	Niklet	Cat	Domestic Longhair		98199
December 15 2020	962338	Josie	Cat	Domestic Shorthair		98117
December 15 2020	905522	Ms. Whiskers	Cat	Domestic Shorthair		98133
December 15 2020	S142701	Pebble	Cat	Domestic Shorthair	Mix	98177
December 15 2020	S142699	Chess	Cat	Domestic Shorthair	Mix	98177
December 15 2020	S125715	Muffin	Cat	Domestic Shorthair		98133
December 15 2020	8004166	Stowey	Cat	Domestic Longhair	Mix	98126
December 15 2020	832271	Silky Frances	Cat	Domestic Shorthair		98115
December 15 2020	S151192	Mina	Cat	Siamese	Mix	98116
December 15 2020	8024143	Jack	Cat	Domestic Shorthair	Mix	98101
December 15 2020	8024144	Pepper	Cat	Domestic Shorthair	Mix	98101
December 15 2020	S150141	Louie	Cat	Domestic Shorthair	Mix	98126
December 15 2020	8003224	Wolverine	Cat	American Shorthair	Mix	98116
December 15 2020	952362	Lairee	Cat	Domestic Longhair		98178
December 15 2020	8024150	Tiki	Cat	American Shorthair	Mix	98102
December 15 2020	964509	Sweety	Cat	Domestic Shorthair		98126
December 15 2020	964510	Sissy	Cat	Domestic Shorthair		98126
December 15 2020	954120	Amelia	Cat	Domestic Shorthair		98103
December 15 2020	8024159	Babette	Cat	Domestic Medium Hair	Mix	98102
December 16 2020	8024163	Picard	Cat	Maine Coon	Siamese	98117
December 16 2020	8024165	Ash	Cat	Domestic Shorthair	Mix	98104
December 16 2020	S154858	Cat	Cat	Domestic Shorthair	Mix	98105
December 16 2020	949883	Peanut	Cat	Domestic Shorthair		98125
December 16 2020	8024174	Castor	Cat	American Shorthair	Mix	98112
December 16 2020	8024175	Pollux	Cat	American Shorthair	Mix	98112
December 16 2020	S154864	Squid	Cat	Domestic Medium Hair	Mix	98199
December 16 2020	S154865	Rosie	Cat	Domestic Shorthair	Mix	98118
December 16 2020	S125654	Penelope	Cat	Mix		98119
December 16 2020	8002706	Rain	Cat	Domestic Shorthair	Mix	98103
December 16 2020	8003063	Mia	Cat	Domestic Longhair	Mix	98136
December 16 2020	8003064	Luna	Cat	Domestic Longhair	Mix	98136
December 16 2020	S124031	Kuro	Cat	American Shorthair		98102
December 16 2020	8001708	Beetle	Cat	Domestic Longhair		98103
December 16 2020	S119063	China	Cat	Domestic Shorthair	Mix	98103
December 16 2020	S142676	Jasper	Cat	Domestic Shorthair	Mix	98103
December 16 2020	905197	Inktomy	Cat	Domestic Longhair		98117
December 16 2020	905196	Salty	Cat	Domestic Shorthair		98117
December 16 2020	8002530	Leonard	Cat	Domestic Shorthair		98119
December 17 2020	S146784	Wallace	Cat	Domestic Shorthair	Mix	98122
December 17 2020	S122840	Oscar	Cat	Domestic Shorthair	Mix	98103
December 17 2020	S122841	Maude	Cat	Domestic Medium Hair	Mix	98103
December 17 2020	S155323	Lola	Cat	Domestic Medium Hair	Mix	98115
December 17 2020	S155322	Luci	Cat	Domestic Shorthair	Mix	98115
December 17 2020	S146787	Inga	Cat	Domestic Shorthair	Mix	98121
December 17 2020	S133453	King Henry	Cat	Siamese	Mix	98103
December 17 2020	8002955	Friday	Cat	Domestic Shorthair	Mix	98126
December 17 2020	8024200	Bob	Cat	Siamese	Mix	98121
December 17 2020	896916	Upshaw	Cat	LaPerm		98116
December 17 2020	S104037	Sophie	Cat	Domestic Shorthair	Mix	98199
December 17 2020	S104038	Winston	Cat	Domestic Medium Hair		98199
December 17 2020	S124279	Rita	Cat	Domestic Shorthair		98118
December 17 2020	S124280	Sadie	Cat	Domestic Medium Hair		98118
December 17 2020	896771	Pork Chop	Cat	British Shorthair		98121
December 17 2020	962372	Snoop	Cat	Domestic Shorthair		98104
December 17 2020	962380	Sherwin	Cat	Domestic Shorthair		98104
December 17 2020	S142655	Mikki	Cat	Domestic Shorthair	Mix	98107
December 17 2020	952685	Charlie	Cat	Domestic Medium Hair		98126
December 17 2020	8003114	Mouse	Cat	Domestic Shorthair	Mix	98106
December 17 2020	8003115	Rogue	Cat	Domestic Shorthair	Mix	98106
December 17 2020	S125986	Mia	Cat	Domestic Longhair	Mix	98136
December 18 2020	S123831	Eva	Cat	Domestic Shorthair		98199
December 18 2020	S123830	Cleo	Cat	Domestic Shorthair		98199
December 18 2020	S123832	Gracie	Cat	Domestic Medium Hair		98199
December 18 2020	S124349	Flora	Cat	Domestic Shorthair	Mix	98144
December 18 2020	S124350	Percy	Cat	Domestic Shorthair	Mix	98144
December 18 2020	952933	Samson	Cat	Domestic Shorthair		98103
December 18 2020	S146525	Boots	Cat	Domestic Shorthair	Mix	98106
December 18 2020	S146526	Munster	Cat	Siamese	Mix	98106
December 18 2020	900334	Raven	Cat	Domestic Shorthair		98146
December 18 2020	S118050	Walter	Cat	Domestic Shorthair	Mix	98106
December 18 2020	8002871	Lolly	Cat	Mix	Mix	98116
December 18 2020	8024221	Xena	Cat	Bengal		98116
December 18 2020	S148168	Hamachi	Cat	Domestic Shorthair	Mix	98119
December 18 2020	8024226	Bishop Buchert-Kennedy	Cat	American Shorthair	Mix	98122
December 18 2020	8024227	Knight Buchert-Kennedy	Cat	American Shorthair	Mix	98122
December 18 2020	S142663	Batik	Cat	Domestic Shorthair	Mix	98125
December 18 2020	8024228	Nala	Cat	American Shorthair	Mix	98126
December 18 2020	8024229	Sasha	Cat	American Shorthair	Mix	98126
December 18 2020	905379	Bartlett	Cat	Domestic Shorthair		98134
December 18 2020	S153114	Lucy	Cat	Domestic Longhair	Mix	98115
December 18 2020	957136	Oliver	Cat	Domestic Shorthair		98117
December 18 2020	8024233	Chupacabra	Cat	American Shorthair	Mix	98122
December 18 2020	8024234	Sasquatch	Cat	American Shorthair	Mix	98122
December 18 2020	8024241	Cookie	Cat	Mix	Mix	98125
December 19 2020	8003372	Ollie	Cat	Domestic Shorthair	Mix	98116
December 19 2020	8003373	Ellie	Cat	Domestic Shorthair	Mix	98116
